ref.py,Correct\001.py,0.439,26.34,78
ref.py,Correct\002.py,1.0,100.0,96
ref.py,Correct\003.py,1.0,100.0,98
ref.py,Correct\004.py,0.85,85.0,97
ref.py,Correct\005.py,0.8430000000000001,50.580000000000005,95
ref.py,Correct\006.py,0.8430000000000001,50.580000000000005,97
ref.py,Correct\007.py,0.51,30.6,94
ref.py,Correct\008.py,0.646,38.76,95
ref.py,Correct\009.py,0.646,38.76,93
ref.py,Correct\010.py,0.511,51.1,95
ref.py,Correct\011.py,0.624,37.44,99
ref.py,Correct\012.py,0.8690000000000001,86.9,99
ref.py,Correct\013.py,0.658,39.480000000000004,94
ref.py,Correct\014.py,0.59,59.0,96
ref.py,Correct\015.py,0.453,27.18,97
ref.py,Correct\016.py,0.8510000000000001,51.06,98
ref.py,Correct\017.py,0.8510000000000001,51.06,94
ref.py,Correct\018.py,0.6829999999999999,40.98,97
ref.py,Correct\019.py,0.729,43.74,97
ref.py,Correct\020.py,0.5630000000000001,56.300000000000004,97
ref.py,Correct\021.py,0.62,37.2,94
ref.py,Correct\022.py,0.486,29.16,88
ref.py,Correct\023.py,0.8690000000000001,86.9,96
ref.py,Correct\024.py,1.0,100.0,98
ref.py,Correct\025.py,0.65,39.0,94
ref.py,Correct\026.py,0.878,87.8,98
ref.py,Correct\027.py,0.408,40.8,97
ref.py,Correct\028.py,0.747,44.82,91
ref.py,Correct\029.py,0.445,26.7,93
ref.py,Correct\001.py,0.508,30.48,78
ref.py,Correct\002.py,1.0,100.0,96
ref.py,Correct\003.py,1.0,100.0,98
ref.py,Correct\004.py,0.84,84.0,97
ref.py,Correct\005.py,0.8310000000000001,49.86000000000001,95
ref.py,Correct\006.py,0.8310000000000001,49.86000000000001,97
ref.py,Correct\007.py,0.532,31.92,94
ref.py,Correct\008.py,0.657,39.42,95
ref.py,Correct\009.py,0.634,38.04,93
ref.py,Correct\010.py,0.543,54.300000000000004,95
ref.py,Correct\011.py,0.635,38.1,99
ref.py,Correct\012.py,0.8890000000000001,88.9,99
ref.py,Correct\013.py,0.677,40.620000000000005,94
ref.py,Correct\014.py,0.624,62.4,96
ref.py,Correct\015.py,0.45,27.0,97
ref.py,Correct\016.py,0.8410000000000001,50.46000000000001,98
ref.py,Correct\017.py,0.8410000000000001,50.46000000000001,94
ref.py,Correct\018.py,0.707,42.419999999999995,97
ref.py,Correct\019.py,0.751,45.06,97
ref.py,Correct\020.py,0.559,55.900000000000006,97
ref.py,Correct\021.py,0.605,36.3,94
ref.py,Correct\022.py,0.486,29.16,88
ref.py,Correct\023.py,0.8890000000000001,88.9,96
